name,year,selling_price,km_driven,mileage,engine,max_power,torque,seats,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
Tata Indica Vista Quadrajet VX,2012,130000,0.025418393734092055,0.530952380952381,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,True,False,True,False,False,False,False
Hyundai EON Era Plus,2014,260000,0.008025567941109684,0.5023809523809524,0.06375838926174496,0.0610021786492375,74.5,5,False,False,True,True,False,True,False,False,False,False
Hyundai Grand i10 1.2 CRDi Asta,2018,710000,0.02965486329760012,0.5714285714285714,0.18859060402684566,0.11211873638344229,190.24,5,True,False,False,True,False,True,False,False,False,False
Maruti Eeco Smiles 7 Seater Standard,2013,204999,0.04236427198812433,0.35952380952380947,0.19194630872483223,0.10947712418300655,101.0,7,False,False,True,True,False,True,False,False,False,True
Datsun GO Plus Anniversary Edition,2017,300000,0.025418393734092055,0.490952380952381,0.19261744966442954,0.0931372549019608,104.0,7,False,False,True,True,False,True,False,False,False,False
Maruti Swift Dzire VDi,2009,180000,0.06100473806755983,0.4595238095238095,0.2093959731543624,0.11192810457516343,190.0,5,True,False,False,True,False,True,False,True,False,False
Mahindra TUV 300 T6 Plus,2016,700000,0.05083721111514047,0.44023809523809515,0.2916107382550335,0.18300653594771243,240.0,7,True,False,False,True,False,True,False,False,False,False
Hyundai i20 1.4 CRDi Magna,2012,320000,0.04567930942156939,0.5214285714285714,0.25906040268456376,0.15577342047930287,22.4,5,True,False,False,True,False,True,False,True,False,False
Maruti Alto 800 VXI Plus,2020,370000,0.006354280698305751,0.525,0.057718120805369116,0.0394880174291939,69.0,5,False,False,True,True,False,True,False,False,False,False
Renault KWID RXT Optional,2018,340000,0.004236045916551717,0.5992857142857143,0.05872483221476513,0.05582788671023965,72.0,5,False,False,True,True,False,True,False,False,False,False
Maruti XL6 Alpha,2019,1040000,0.0006858844223319562,0.45261904761904764,0.2812080536912751,0.1917211328976035,138.0,6,False,False,True,True,False,True,False,False,False,False
Hyundai i20 Active SX Diesel,2018,750000,0.012708985043567853,0.5045238095238095,0.25906040268456376,0.15239651416122008,219.66,5,True,False,False,True,False,True,False,False,False,False
Mahindra TUV 300 Plus P4 BSIV,2018,600000,0.02965486329760012,0.44023809523809515,0.5218120805369127,0.23747276688453162,280.0,9,True,False,False,True,False,True,False,False,False,False
Mahindra Bolero 2011-2019 DI - AC BS III,2016,550000,0.02965486329760012,0.38,0.6372483221476509,0.08224400871459696,180.0,9,True,False,False,True,False,True,False,False,False,False
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,600000,0.040246037206370294,0.3092857142857143,0.6275167785234899,0.18455882352941178,200.0,7,True,False,False,True,False,True,False,True,False,False
Tata Tigor 1.05 Revotorq XZ Option,2017,550000,0.021181924170583986,0.588095238095238,0.1419463087248322,0.09858387799564271,140.0,5,True,False,False,True,False,True,False,False,False,False
Honda City i DTEC VX Option,2015,750000,0.06778308936917274,0.5976190476190476,0.2932885906040268,0.17919389978213512,200.0,5,True,False,False,True,False,True,False,False,False,False
Hyundai Santro Magna BSIV,2019,450000,0.004236045916551717,0.48333333333333334,0.15503355704697988,0.09586056644880177,99.0,5,False,False,True,True,False,True,False,False,False,False
Maruti Ertiga VDI,2012,400000,0.04236427198812433,0.4945238095238095,0.2093959731543624,0.15239651416122008,200.0,7,True,False,False,True,False,True,False,False,False,True
Maruti Swift VDI Optional,2016,520000,0.021181924170583986,0.6,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,True,False,True,False,True,False,False
Maruti Alto K10 Knightracer,2013,199000,0.025418393734092055,0.4809523809523809,0.12550335570469798,0.09340958605664489,90.0,5,False,False,True,True,False,True,False,True,False,False
Chevrolet Beat Diesel LT,2012,150000,0.046600741551632394,0.6057142857142858,0.10469798657718118,0.0675381263616558,150.0,5,True,False,False,True,False,True,False,False,False,False
Hyundai i20 Active 1.4 SX with AVN,2016,540000,0.033891332861108195,0.5045238095238095,0.25906040268456376,0.15231481481481485,219.66,5,True,False,False,True,False,True,False,False,False,True
Maruti SX4 ZDI,2011,250000,0.03600956764286223,0.5119047619047619,0.2093959731543624,0.15250544662309368,200.0,5,True,False,False,True,False,True,False,True,False,False
Maruti Wagon R LXI Minor,2010,200000,0.03812780242461626,0.44999999999999996,0.14664429530201342,0.0931372549019608,84.0,5,False,False,True,True,False,True,False,True,False,False
Tata Indica V2 2001-2011 eLX,2011,130000,0.03812780242461626,0.5952380952380952,0.25906040268456376,0.09858387799564271,140.0,5,True,False,False,True,False,True,False,True,False,False
Maruti 800 AC,2007,90000,0.03812780242461626,0.38333333333333336,0.057718120805369116,0.011437908496732041,59.0,4,False,False,True,True,False,True,False,False,False,False
Hyundai Verna 1.6 SX,2012,450000,0.05083721111514047,0.5314285714285714,0.3214765100671141,0.25468409586056645,259.8,5,True,False,False,True,False,True,False,True,False,False
Hyundai Verna CRDi SX ABS,2009,280000,0.05083721111514047,0.430952380952381,0.2916107382550335,0.21023965141612205,24.0,5,True,False,False,True,False,True,False,False,False,False
Tata New Safari 3L Dicor LX 4x2,2007,280000,0.06778308936917274,0.33166666666666667,0.7825503355704697,0.286764705882353,320.0,7,True,False,False,True,False,True,False,True,False,False
Maruti Zen LXI,2006,120000,0.0597337971985074,0.4119047619047619,0.12382550335570472,0.07407407407407408,78.0,5,False,False,True,True,False,True,False,True,False,False
Maruti Swift Ldi BSIII,2008,290000,0.04236427198812433,0.4238095238095238,0.2093959731543624,0.11492374727668848,190.0,5,True,False,False,True,False,True,False,True,False,False
Hyundai Creta 1.4 EX Diesel,2019,1000000,0.006354280698305751,0.5261904761904762,0.25906040268456376,0.15223311546840962,219.7,5,True,False,False,True,False,True,False,False,False,False
Maruti Swift Dzire VDi,2012,415000,0.045753447638930786,0.4595238095238095,0.2093959731543624,0.11192810457516343,190.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Swift Dzire VDI,2012,415000,0.045753447638930786,0.557142857142857,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,True,False,True,False,False,False,False
Chevrolet Beat Diesel LT,2015,240000,0.02330015895233802,0.6057142857142858,0.10469798657718118,0.06399782135076253,142.5,5,True,False,False,True,False,True,False,False,False,False
Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,2010,250000,0.01607443646481866,0.43809523809523804,0.2093959731543624,0.11492374727668848,190.0,5,True,False,False,True,False,True,False,False,False,False
Ford Figo Diesel EXI,2011,175000,0.03829726120715658,0.47619047619047616,0.2600671140939598,0.09586056644880177,160.0,5,True,False,False,True,False,True,False,False,False,False
Hyundai Verna CRDi SX,2008,220000,0.03600956764286223,0.4,0.2916107382550335,0.21023965141612205,24.0,5,True,False,False,True,False,True,False,True,False,False
Maruti Zen D,2003,85000,0.05083721111514047,0.49523809523809526,0.30302013422818785,0.06862745098039218,789.0,5,True,False,False,True,False,True,False,False,False,True
Maruti Swift Dzire VXI 1.2,2019,675000,0.0021178111347976833,0.505,0.19228187919463088,0.13344226579520696,113.0,5,False,False,True,True,False,True,False,False,False,False
Renault Duster 85PS Diesel RxL,2016,535000,0.021181924170583986,0.47309523809523807,0.2808724832214765,0.1388888888888889,200.0,5,True,False,False,True,False,True,False,False,False,False
Renault Triber RXZ BSIV,2019,675000,0.0021178111347976833,0.47619047619047616,0.12583892617449663,0.10675381263616561,96.0,7,False,False,True,True,False,True,False,False,False,False
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,800000,0.03812780242461626,0.5785714285714285,0.2093959731543624,0.1516884531590414,200.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Ertiga ZDI,2012,425000,0.0406696841627211,0.4945238095238095,0.2093959731543624,0.15250544662309368,200.0,7,True,False,False,True,False,True,False,True,False,False
Maruti Eeco 5 Seater AC BSIV,2011,150000,0.033891332861108195,0.3659523809523809,0.19194630872483223,0.10947712418300655,101.0,5,False,False,True,True,False,True,False,False,False,True
Maruti Zen Estilo 1.1 LXI BSIII,2007,90000,0.025418393734092055,0.4333333333333333,0.14664429530201342,0.08496732026143793,84.0,5,False,False,True,True,False,True,False,True,False,False
Mahindra XUV500 W6 2WD,2015,850000,0.03812780242461626,0.35952380952380947,0.5218120805369127,0.2919389978213508,330.0,7,True,False,False,True,False,True,False,False,False,False
Hyundai i20 1.4 Asta Option,2017,850000,0.026768132937025724,0.5366666666666666,0.25906040268456376,0.15231481481481485,219.7,5,True,False,False,True,False,True,False,False,False,False
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,910000,0.046600741551632394,0.3092857142857143,0.6275167785234899,0.18300653594771243,200.0,7,True,False,False,True,False,True,False,True,False,False
Toyota Innova 2.5 VX 8 STR,2012,1100000,0.06397026676201548,0.3047619047619048,0.6275167785234899,0.18845315904139437,20.4,8,True,False,False,True,False,True,False,False,False,False
Maruti Baleno Zeta Automatic,2019,675000,0.0021178111347976833,0.5095238095238095,0.19228187919463088,0.1369825708061002,115.0,5,False,False,True,True,False,False,False,False,False,False
Maruti Alto LXi BSIII,2010,150000,0.038763272859142474,0.469047619047619,0.057718120805369116,0.036764705882352935,62.0,5,False,False,True,True,False,True,False,False,False,False
Maruti Swift VDI BSIV,2015,550000,0.009743456349112205,0.6,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,True,False,True,False,False,False,False
Volkswagen Vento Diesel Highline,2012,350000,0.01694545460707592,0.489047619047619,0.3268456375838926,0.1928104575163399,250.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Ritz VDi,2012,300000,0.02965486329760012,0.5523809523809523,0.2093959731543624,0.11203703703703706,190.0,5,True,False,False,True,False,True,False,False,False,False
Mahindra Scorpio 2009-2014 EX 2WD 7S,2014,611000,0.03812780242461626,0.3333333333333333,0.6372483221476509,0.11492374727668848,200.0,7,True,False,False,True,False,True,False,True,False,False
Honda Brio S MT,2016,400000,0.028807569384898507,0.4619047619047618,0.19261744966442954,0.1470588235294118,109.0,5,False,False,True,True,False,True,False,False,False,False
Hyundai Elantra CRDi SX,2013,700000,0.05083721111514047,0.5404761904761904,0.3214765100671141,0.2544662309368192,259.87,5,True,False,False,True,False,True,False,False,False,False
Chevrolet Sail Hatchback LS ABS,2013,300000,0.02753662851584609,0.5261904761904762,0.2093959731543624,0.1200980392156863,205.0,5,True,False,False,True,False,True,False,False,False,False
Hyundai Getz GLS,2005,65000,0.03600956764286223,0.36428571428571427,0.24060402684563756,0.13671023965141615,115.0,5,False,False,True,True,False,True,False,False,False,False
Maruti Wagon R VXI BS IV,2011,200000,0.03982239025001949,0.44999999999999996,0.12550335570469798,0.09340958605664489,90.0,5,False,False,True,True,False,True,False,False,False,True
Hyundai i20 Asta Option 1.4 CRDi,2015,650000,0.04236427198812433,0.5366666666666666,0.25906040268456376,0.15231481481481485,219.7,5,True,False,False,True,False,True,False,False,False,False
Hyundai i20 Asta Option 1.4 CRDi,2015,650000,0.033891332861108195,0.5366666666666666,0.25906040268456376,0.15231481481481485,219.7,5,True,False,False,True,False,True,False,False,False,False
Volkswagen Polo Diesel Trendline 1.2L,2013,350000,0.033891332861108195,0.5254761904761904,0.1929530201342282,0.11192810457516343,180.0,5,True,False,False,True,False,True,False,False,False,True
Tata Indica V2 DL BSIII,2011,75000,0.059521973720332,0.42571428571428566,0.25906040268456376,0.05446623093681917,85.0,5,True,False,False,True,False,True,False,False,False,True
Maruti Swift Dzire VXi,2010,240000,0.06058109111120902,0.41666666666666663,0.22617449664429531,0.14433551198257083,114.0,5,False,False,True,True,False,True,False,False,False,False
Maruti Alto K10 2010-2014 VXI,2013,240000,0.025418393734092055,0.4980952380952381,0.12550335570469798,0.09340958605664489,90.0,5,False,False,True,True,False,True,False,False,False,False
Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,2011,180000,0.05083721111514047,0.43809523809523804,0.2093959731543624,0.11492374727668848,190.0,5,True,False,False,True,False,True,False,True,False,False
Hyundai Santa Fe 4WD AT,2014,900000,0.033891332861108195,0.30976190476190474,0.5285234899328859,0.4398148148148149,436.39,7,True,False,False,True,False,False,False,True,False,False
Mahindra Thar DI 4X4,2014,425000,0.026689334603144474,0.42999999999999994,0.6372483221476509,0.08224400871459696,182.5,7,True,False,False,True,False,True,False,True,False,False
Chevrolet Spark 1.0 LT,2009,95000,0.05083721111514047,0.42857142857142855,0.12449664429530202,0.07952069716775602,90.3,5,False,False,True,True,False,True,False,False,False,True
Maruti Swift Dzire VDI,2018,811000,0.04236427198812433,0.6761904761904761,0.2093959731543624,0.11225490196078432,190.0,5,True,False,False,True,False,True,False,False,False,False
Hyundai Verna VTVT 1.6 SX Option,2018,1100000,0.025418393734092055,0.40476190476190477,0.324496644295302,0.24101307189542487,151.0,5,False,False,True,True,False,True,False,False,False,False
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2013,600000,0.03812780242461626,0.3233333333333333,0.6291946308724832,0.10784313725490201,171.0,9,True,False,False,True,False,True,False,False,False,False
Maruti Ertiga VDI,2014,550000,0.021181924170583986,0.4945238095238095,0.2093959731543624,0.15239651416122008,200.0,7,True,False,False,True,False,True,False,True,False,False
Mahindra Scorpio S4 Plus 4WD,2015,715000,0.02965486329760012,0.36666666666666664,0.5218120805369127,0.23747276688453162,280.0,7,True,False,False,True,False,True,False,False,False,False
Tata Indigo LS BSII,2006,100000,0.05083721111514047,0.38333333333333336,0.2620805369127517,0.10130718954248367,13.5,5,True,False,False,True,False,True,False,False,False,True
Maruti Wagon R Stingray VXI,2013,350000,0.01694545460707592,0.48833333333333334,0.12550335570469798,0.09324618736383446,90.0,5,False,False,True,True,False,True,False,False,False,False
Tata Indica V2 DLS TC,2008,100000,0.01694545460707592,0.4,0.2620805369127517,0.07952069716775602,12.5,5,True,False,False,True,False,True,False,False,False,False
Tata Safari DICOR 2.2 EX 4x2,2012,325000,0.05083721111514047,0.33166666666666667,0.5218120805369127,0.2865740740740741,320.0,7,True,False,False,True,False,True,False,False,False,False
Maruti 800 AC,1999,55000,0.025418393734092055,0.38333333333333336,0.057718120805369116,0.011437908496732041,59.0,4,False,False,True,True,False,True,False,True,False,False
Renault KWID RXT,2016,330000,0.008472515480059785,0.5992857142857143,0.05872483221476513,0.05582788671023965,72.0,5,False,False,True,True,False,True,False,False,False,False
Mahindra Bolero 2011-2019 EX NON AC,2014,480000,0.015674513738023498,0.38,0.6372483221476509,0.0797930283224401,195.0,7,True,False,False,True,False,True,False,False,False,False
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,950000,0.024147452865039633,0.5976190476190476,0.2093959731543624,0.1516884531590414,200.0,5,True,False,False,True,False,True,False,True,False,False
Hyundai Verna Transform SX VGT CRDi,2011,300000,0.046600741551632394,0.3857142857142857,0.2916107382550335,0.21023965141612205,24.0,5,True,False,False,True,False,True,False,True,False,False
Hyundai Verna Xi (Petrol),2006,170000,0.046600741551632394,0.33095238095238094,0.3271812080536912,0.1917211328976035,14.9,5,False,False,True,True,False,True,True,False,False,False
Toyota Innova 2.5 EV (Diesel) PS 8 Seater BS IV,2013,850000,0.05083721111514047,0.3092857142857143,0.6275167785234899,0.18455882352941178,200.0,8,True,False,False,True,False,True,False,True,False,False
Tata Tigor 2017-2020 XZ Plus Diesel,2019,900000,0.003422220113401817,0.588095238095238,0.1419463087248322,0.09858387799564271,140.0,5,True,False,False,False,False,True,False,False,False,False
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,350000,0.033887096391544684,0.4238095238095238,0.2600671140939598,0.0931372549019608,160.0,5,True,False,False,False,False,True,False,True,False,False
Ford Figo Diesel Titanium,2012,425000,0.03458272469387271,0.47619047619047616,0.2600671140939598,0.09586056644880177,160.0,5,True,False,False,False,False,True,False,False,False,False
Ford Aspire Titanium Diesel BSIV,2016,600000,0.06575000762564522,0.6214285714285714,0.2932885906040268,0.18090958605664492,215.0,5,True,False,False,False,False,True,False,False,False,False
Ford Ecosport 1.5 DV5 MT Titanium,2014,750000,0.04300143701047594,0.5404761904761904,0.2932885906040268,0.1553376906318083,204.0,5,True,False,False,False,False,True,False,False,False,False
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,450000,0.038197704172414144,0.4238095238095238,0.2600671140939598,0.0931372549019608,160.0,5,True,False,False,False,False,True,False,False,False,False
Ford Figo Titanium Diesel BSIV,2010,325000,0.036440416597471,0.6071428571428571,0.2932885906040268,0.18090958605664492,215.0,5,True,False,False,False,False,True,False,True,False,False
Mahindra XUV500 W8 2WD,2013,900000,0.036024818933290854,0.35952380952380947,0.5218120805369127,0.2919389978213508,330.0,7,True,False,False,False,False,True,False,True,False,False
Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000,0.053180402430716776,0.5421428571428571,0.2932885906040268,0.1791666666666667,205.0,5,True,False,False,False,False,True,False,True,False,False
Hyundai Verna VTVT 1.6 SX Option,2019,1100000,0.004236045916551717,0.40476190476190477,0.324496644295302,0.24101307189542487,151.0,5,False,False,True,True,False,True,False,False,False,False
Tata Tiago 1.2 Revotron XZ,2017,520000,0.008472515480059785,0.5676190476190476,0.1929530201342282,0.13943355119825712,114.0,5,False,False,True,True,False,True,False,False,False,False
Mahindra Scorpio S10 7 Seater,2015,885000,0.0720195589326808,0.36666666666666664,0.5218120805369127,0.23747276688453162,280.0,7,True,False,False,True,False,True,False,False,False,False
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,950000,0.01694545460707592,0.5119047619047619,0.2929530201342282,0.20615468409586063,260.0,5,True,False,False,True,False,False,False,False,False,False
Honda City 1.5 E MT,2008,229999,0.05083721111514047,0.40476190476190477,0.2929530201342282,0.23202614379084974,146.0,5,False,False,True,True,False,True,False,True,False,False
Maruti Ritz VDi,2013,409999,0.04236427198812433,0.5523809523809523,0.2093959731543624,0.11203703703703706,190.0,5,True,False,False,True,False,True,False,False,False,True
Ford Fiesta EXi 1.4 TDCi Ltd,2011,300000,0.046600741551632394,0.4238095238095238,0.2600671140939598,0.09586056644880177,16.3,5,True,False,False,True,False,True,False,False,False,True
Tata Indica V2 DLG TC,2008,175000,0.05083721111514047,0.4,0.2620805369127517,0.09586056644880177,13.0,5,True,False,False,True,False,True,False,False,False,True
Maruti Celerio ZXI,2017,425000,0.01694545460707592,0.55,0.12550335570469798,0.09324618736383446,90.0,5,False,False,True,True,False,True,False,True,False,False
Chevrolet Optra Magnum 2.0 LS,2011,272000,0.0720195589326808,0.3933333333333333,0.458724832214765,0.2475490196078432,305.0,5,True,False,False,True,False,True,True,False,False,False
Hyundai i10 Magna 1.1L,2013,310000,0.02965486329760012,0.4716666666666666,0.15503355704697988,0.0959967320261438,99.04,5,False,False,True,True,False,True,False,False,False,False
Hyundai Creta 1.4 CRDi S Plus,2017,1125000,0.04448250676987836,0.509047619047619,0.25906040268456376,0.15223311546840962,219.7,5,True,False,False,True,False,True,False,False,False,False
Hyundai Xcent 1.2 Kappa S Option,2014,450000,0.01948733634518076,0.45476190476190476,0.19228187919463088,0.13360566448801747,113.75,5,False,False,True,True,False,True,False,True,False,False
Volkswagen Polo Diesel Highline 1.2L,2011,388000,0.033891332861108195,0.5254761904761904,0.1929530201342282,0.11192810457516343,180.0,5,True,False,False,True,False,True,False,True,False,False
Hyundai Verna Transform SX VTVT,2011,400000,0.025418393734092055,0.3857142857142857,0.3271812080536912,0.1917211328976035,14.9,5,False,False,True,True,False,True,False,False,False,False
Honda City i DTEC VX,2015,760000,0.02965486329760012,0.5976190476190476,0.2932885906040268,0.17919389978213512,200.0,5,True,False,False,True,False,True,False,False,False,True
Maruti Alto LXi,2009,120000,0.03812780242461626,0.469047619047619,0.057718120805369116,0.036764705882352935,62.0,5,False,False,True,True,False,True,False,False,False,False
Maruti Swift Dzire VDI,2019,757000,0.010590750261813818,0.6761904761904761,0.2093959731543624,0.11225490196078432,190.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Alto 800 VXI,2015,270000,0.022452865039636408,0.5414285714285714,0.057718120805369116,0.0394880174291939,69.0,5,False,False,True,True,False,True,False,True,False,False
Tata Sumo MKII GX BS IV,2011,250000,0.03812780242461626,0.32261904761904764,0.5218120805369127,0.23297930283224405,250.0,7,True,False,False,True,False,True,False,True,False,False
Toyota Innova Crysta 2.5 VX BS IV,2011,800000,0.025418393734092055,0.3047619047619048,0.6275167785234899,0.18845315904139437,20.4,7,True,False,False,True,False,True,False,False,False,False
Mahindra Thar CRDe AC,2014,700000,0.010167103305463011,0.39404761904761904,0.6288590604026845,0.19662309368191727,247.0,6,True,False,False,True,False,True,False,False,False,False
Honda Mobilio S i DTEC,2016,450000,0.04236427198812433,0.5761904761904761,0.2932885906040268,0.17919389978213512,200.0,7,True,False,False,True,False,True,False,True,False,False
Mahindra KUV 100 G80 K8,2018,650000,0.0025414580911484897,0.4321428571428571,0.19261744966442954,0.1339869281045752,115.0,6,False,False,True,True,False,True,False,False,False,False
Mahindra XUV500 W8 2WD,2013,950000,0.021054830083678745,0.35952380952380947,0.5218120805369127,0.2919389978213508,330.0,7,True,False,False,True,False,True,False,False,False,False
Toyota Innova 2.5 E Diesel MS 7-seater,2007,626000,0.033891332861108195,0.3047619047619048,0.6275167785234899,0.18845315904139437,20.4,7,True,False,False,True,False,True,False,True,False,False
Maruti Swift Dzire AMT VXI,2019,600000,0.004236045916551717,0.505,0.19228187919463088,0.13344226579520696,113.0,5,False,False,True,True,False,False,False,False,False,False
Renault KWID RXT Optional,2019,290000,0.00889616243641059,0.5992857142857143,0.05872483221476513,0.05582788671023965,72.0,5,False,False,True,True,False,True,False,False,False,False
Maruti Alto K10 2010-2014 VXI,2013,215000,0.010590750261813818,0.4980952380952381,0.12550335570469798,0.09340958605664489,90.0,5,False,False,True,True,False,True,False,False,False,False
Renault KWID RXT Optional,2016,250000,0.009319809392761398,0.5992857142857143,0.05872483221476513,0.05582788671023965,72.0,5,False,False,True,True,False,True,False,False,False,False
Maruti Ertiga SHVS ZDI Plus,2017,750000,0.021181924170583986,0.5838095238095238,0.2093959731543624,0.1516884531590414,200.0,7,True,False,False,True,False,True,False,False,False,False
Maruti Alto K10 VXI,2016,250000,0.008472515480059785,0.5702380952380952,0.12550335570469798,0.09327342047930283,90.0,5,False,False,True,True,False,True,False,True,False,False
Honda BRV i-VTEC V CVT,2017,950000,0.006354280698305751,0.36666666666666664,0.2929530201342282,0.23011982570806105,145.0,7,False,False,True,True,False,False,False,False,False,False
Ford Figo Aspire 1.5 TDCi Titanium,2018,793000,0.012708985043567853,0.6149999999999999,0.2932885906040268,0.18028322440087152,215.0,5,True,False,False,True,False,True,False,False,False,False
Hyundai Creta 1.6 CRDi SX Option,2015,750000,0.03134945112300335,0.4683333333333333,0.3214765100671141,0.2543572984749456,259.9,5,True,False,False,True,False,True,False,False,False,False
Honda Jazz V CVT,2017,725000,0.0027744639171414336,0.4333333333333333,0.1929530201342282,0.15223311546840962,110.0,5,False,False,True,True,False,False,False,False,False,False
Hyundai Grand i10 CRDi Sportz,2016,480000,0.012708985043567853,0.5714285714285714,0.1664429530201342,0.10130718954248367,160.0,5,True,False,False,True,False,True,False,False,False,False
Maruti Swift Dzire ZXI Plus,2018,795000,0.017699122542424003,0.505,0.19228187919463088,0.13344226579520696,113.0,5,False,False,True,False,False,True,False,False,False,False
Honda Jazz 1.2 V i VTEC,2016,625000,0.022876511995987215,0.4452380952380952,0.1929530201342282,0.15223311546840962,110.0,5,False,False,True,False,False,True,False,False,False,False
Maruti Ignis 1.3 AMT Zeta,2017,625000,0.015674513738023498,0.638095238095238,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,True,False,False,False,False,False,False
Chevrolet Cruze LTZ AT,2011,440000,0.03812780242461626,0.430952380952381,0.458724832214765,0.31345315904139437,327.0,4,True,False,False,True,False,False,False,True,False,False
Maruti Ciaz RS ZDi Plus SHVS,2017,844999,0.02965486329760012,0.6688095238095237,0.2093959731543624,0.1516884531590414,200.0,5,True,False,False,False,False,True,False,False,False,False
Skoda Rapid 1.5 TDI AT Style Plus,2016,650000,0.041940625031773524,0.5157142857142857,0.2932885906040268,0.1925925925925926,250.0,5,True,False,False,False,False,False,False,False,False,False
Maruti Swift ZXI 2018,2018,750000,0.006354280698305751,0.5238095238095237,0.19228187919463088,0.13344226579520696,113.0,5,False,False,True,False,False,True,False,False,False,False
Honda Jazz 1.2 SV i VTEC,2015,610000,0.012708985043567853,0.4452380952380952,0.1929530201342282,0.15223311546840962,110.0,5,False,False,True,False,False,True,False,False,False,False
Hyundai Creta 1.6 CRDi SX,2017,1150000,0.026820241512656873,0.4683333333333333,0.3214765100671141,0.2543572984749456,259.9,5,True,False,False,False,False,True,False,False,False,False
Hyundai Elite i20 Asta Option CVT BSIV,2018,890000,0.012285338087217046,0.4142857142857142,0.19228187919463088,0.13360566448801747,117.0,5,False,False,True,False,False,False,False,False,False,False
Tata Safari Storme EX,2015,503000,0.046600741551632394,0.3357142857142857,0.5218120805369127,0.313562091503268,320.0,7,True,False,False,True,False,True,False,False,False,False
Maruti Wagon R LXI,2013,225000,0.02471641072741877,0.5188095238095237,0.12550335570469798,0.09327342047930283,90.0,5,False,False,True,False,True,True,False,False,False,False
Maruti Baleno Alpha 1.3,2018,740000,0.016444280257712916,0.6521428571428571,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,False,False,True,False,False,False,False
Honda Jazz VX,2016,550000,0.023933087505126127,0.4333333333333333,0.1929530201342282,0.15223311546840962,110.0,5,False,False,True,False,True,True,False,False,False,False
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,0.03360664210644045,0.3092857142857143,0.6275167785234899,0.184640522875817,200.0,7,True,False,False,False,True,True,False,True,False,False
Maruti Swift AMT VVT VXI,2019,650000,0.002380895894691534,0.5238095238095237,0.19228187919463088,0.13344226579520696,113.0,5,False,False,True,False,True,False,False,False,False,False
Toyota Etios VX,2017,625000,0.010818672324330553,0.3995238095238095,0.2926174496644295,0.15231481481481485,132.0,5,False,False,True,False,True,True,False,False,False,False
Maruti Swift AMT ZXI,2018,600000,0.029561237320246594,0.5238095238095237,0.19228187919463088,0.13344226579520696,113.0,5,False,False,True,False,False,False,False,False,False,False
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,0.02384666352603056,0.5714285714285714,0.18859060402684566,0.11211873638344229,190.24,5,True,False,False,False,False,True,False,False,False,False
Honda Amaze V CVT Petrol BSIV,2019,779000,0.0029786617501025227,0.45238095238095233,0.1929530201342282,0.15239651416122008,110.0,5,False,False,True,False,True,False,False,False,False,False
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,0.004659692872902524,0.3404761904761905,0.3268456375838926,0.1925381263616558,153.0,5,False,False,True,False,False,False,False,False,False,False
Tata Safari Storme EX,2015,503000,0.046600741551632394,0.3357142857142857,0.5218120805369127,0.313562091503268,320.0,7,True,False,False,True,False,True,False,False,False,False
Maruti Wagon R LXI,2013,225000,0.02471641072741877,0.5188095238095237,0.12550335570469798,0.09327342047930283,90.0,5,False,False,True,False,True,True,False,False,False,False
Maruti Baleno Alpha 1.3,2018,740000,0.016444280257712916,0.6521428571428571,0.2093959731543624,0.11220043572984752,190.0,5,True,False,False,False,False,True,False,False,False,False
Honda Jazz VX,2016,550000,0.023933087505126127,0.4333333333333333,0.1929530201342282,0.15223311546840962,110.0,5,False,False,True,False,True,True,False,False,False,False
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,0.03360664210644045,0.3092857142857143,0.6275167785234899,0.184640522875817,200.0,7,True,False,False,False,True,True,False,True,False,False
Maruti Swift AMT VVT VXI,2019,650000,0.002380895894691534,0.5238095238095237,0.19228187919463088,0.13344226579520696,113.0,5,False,False,True,False,True,False,False,False,False,False
